arrangement_id,update_datetime,requester_staff_id,wfh_date,wfh_type,current_approval_status,approving_officer,delegate_approving_offer,reason_description,batch_id,latest_log_id,supporting_doc_1,supporting_doc_2,supporting_doc_3,status_reason,I
309,2025-11-26T18:14:36Z,210017.0,20/7/24,PM,PENDING_WITHDRAWAL,210001.0,,,26,1,,,,,WFH - Taking a day for self-care or to manage stress and prevent burnout.
310,2025-02-27T13:15:08Z,151407.0,10/9/24,FULL,CANCELLED,151408.0,,,72,1,,,,,"WFH - Attending a family wedding, birthday, or significant milestone celebration."
311,2025-06-20T18:04:37Z,151605.0,22/10/24,PM,PENDING_WITHDRAWAL,151408.0,,,43,1,,,,,OOO - Taking a day for self-care or to manage stress and prevent burnout.
312,2025-10-02T16:27:52Z,151525.0,19/7/24,FULL,WITHDRAWN,151408.0,,,17,1,,,,,"WFH - Attending a family wedding, birthday, or significant milestone celebration."
313,2025-02-26T00:23:43Z,151492.0,17/9/24,AM,PENDING_APPROVAL,151408.0,,,94,1,,,,,"WFH - Attending a family wedding, birthday, or significant milestone celebration."
314,2024-12-24T17:43:04Z,151547.0,21/7/24,PM,WITHDRAWN,151408.0,,,5,1,,,,,"WFH - Attending a family wedding, birthday, or significant milestone celebration."
315,2025-04-06T09:57:38Z,180034.0,16/10/24,FULL,APPROVED,180001.0,,,98,1,,,,,"WFH - Attending a family wedding, birthday, or significant milestone celebration."
316,2025-03-25T15:26:50Z,171012.0,17/10/24,FULL,WITHDRAWN,171014.0,,,83,1,,,,,WFH - Moving to a new home or handling logistics related to a recent move.
317,2025-06-25T23:00:32Z,160315.0,11/7/24,PM,REJECTED,160008.0,,,41,1,,,,,"WFH - Attending a family wedding, birthday, or significant milestone celebration."
318,2025-11-12T01:31:43Z,150096.0,5/10/24,PM,PENDING_WITHDRAWAL,151408.0,,,84,1,,,,,"OOO - Taking care of a family member, elderly care, or childcare issues."
319,2025-07-07T00:54:34Z,180021.0,1/10/24,PM,APPROVED,180001.0,,,48,1,,,,,WFH - Moving to a new home or handling logistics related to a recent move.
320,2025-11-03T00:34:03Z,160288.0,13/8/24,AM,REJECTED,160008.0,,,44,1,,,,,"OOO - Taking leave to attend a course, certification, or exam preparation."
321,2025-11-16T06:58:25Z,151605.0,23/7/24,FULL,REJECTED,151408.0,,,3,1,,,,,WFH - Celebrating a religious holiday or participating in a faith-based event.
322,2024-12-21T13:25:12Z,150175.0,13/7/24,PM,PENDING_WITHDRAWAL,151408.0,,,34,1,,,,,"WFH - Taking care of a family member, elderly care, or childcare issues."
323,2025-02-10T23:30:19Z,150143.0,9/8/24,AM,PENDING_APPROVAL,151408.0,,,73,1,,,,,WFH - Taking a day for self-care or to manage stress and prevent burnout.
324,2025-02-04T14:52:07Z,140015.0,25/7/24,PM,PENDING_APPROVAL,140894.0,,,42,1,,,,,"WFH - Weather disruptions, transportation issues, or emergencies."
325,2025-01-11T19:35:51Z,171018.0,25/8/24,AM,APPROVED,170166.0,,,6,1,,,,,OOO - Taking a day for self-care or to manage stress and prevent burnout.
326,2024-12-19T19:26:59Z,160333.0,28/8/24,PM,PENDING_WITHDRAWAL,160008.0,,,11,1,,,,,"WFH - Planned time off to recharge, travel, or enjoy a break."
327,2025-10-21T08:37:44Z,151118.0,15/7/24,AM,REJECTED,151408.0,,,53,1,,,,,"WFH - Taking leave to attend a course, certification, or exam preparation."
328,2025-03-19T10:48:32Z,150845.0,15/10/24,AM,REJECTED,151408.0,,,62,1,,,,,"OOO - Handling important personal matters such as legal appointments, bank work, or home repairs."
329,2025-03-17T09:52:58Z,171029.0,14/9/24,FULL,WITHDRAWN,170166.0,,,95,1,,,,,"WFH - Attending a family wedding, birthday, or significant milestone celebration."
330,2025-08-25T08:19:04Z,151582.0,4/7/24,PM,CANCELLED,151408.0,,,49,1,,,,,"WFH - Planned time off to recharge, travel, or enjoy a break."
331,2025-08-14T18:16:37Z,151444.0,28/10/24,FULL,PENDING_APPROVAL,151408.0,,,32,1,,,,,"OOO - Taking leave to attend a course, certification, or exam preparation."
332,2024-12-06T02:23:45Z,180014.0,19/8/24,PM,APPROVED,180001.0,,,8,1,,,,,"WFH - Taking leave to attend a course, certification, or exam preparation."
333,2024-12-07T00:51:44Z,150866.0,5/10/24,AM,CANCELLED,151408.0,,,7,1,,,,,"WFH - Taking leave to attend a course, certification, or exam preparation."
334,2025-07-14T18:04:43Z,140036.0,15/7/24,FULL,PENDING_APPROVAL,140894.0,,,3,1,,,,,"WFH - Taking care of a family member, elderly care, or childcare issues."
335,2025-06-16T18:44:25Z,210038.0,8/10/24,FULL,PENDING_APPROVAL,210001.0,,,67,1,,,,,"WFH - Taking care of a family member, elderly care, or childcare issues."
336,2025-01-17T17:42:10Z,151438.0,31/10/24,AM,PENDING_APPROVAL,151408.0,,,16,1,,,,,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs."
337,2025-02-22T03:05:47Z,140919.0,31/7/24,AM,REJECTED,140944.0,,,51,1,,,,,"WFH - Attending a family wedding, birthday, or significant milestone celebration."
338,2025-09-26T17:47:56Z,190092.0,12/9/24,FULL,WITHDRAWN,150008.0,,,32,1,,,,,WFH - Celebrating a religious holiday or participating in a faith-based event.
339,2025-01-22T03:59:16Z,190051.0,22/10/24,AM,CANCELLED,150008.0,,,77,1,,,,,WFH - Taking a day for self-care or to manage stress and prevent burnout.
340,2025-04-26T06:04:45Z,151470.0,13/9/24,PM,PENDING_APPROVAL,151408.0,,,47,1,,,,,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs."
341,2024-12-16T06:40:23Z,151436.0,22/8/24,PM,REJECTED,151408.0,,,80,1,,,,,WFH - Moving to a new home or handling logistics related to a recent move.
342,2025-03-01T19:18:35Z,171044.0,23/9/24,AM,CANCELLED,171029.0,,,50,1,,,,,"OOO - Handling important personal matters such as legal appointments, bank work, or home repairs."
343,2025-05-15T23:57:38Z,190092.0,19/8/24,PM,REJECTED,150008.0,,,95,1,,,,,"WFH - Taking leave to attend a course, certification, or exam preparation."
344,2025-06-18T07:48:15Z,160326.0,10/8/24,PM,CANCELLED,160008.0,,,90,1,,,,,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs."
345,2025-09-12T03:09:59Z,160135.0,25/10/24,FULL,PENDING_WITHDRAWAL,160008.0,,,14,1,,,,,"WFH - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery."
346,2025-08-26T03:44:15Z,151480.0,9/8/24,AM,APPROVED,151408.0,,,29,1,,,,,"WFH - Taking care of a family member, elderly care, or childcare issues."
347,2025-04-20T09:31:34Z,151055.0,9/9/24,AM,WITHDRAWN,151408.0,,,23,1,,,,,"WFH - Taking leave to attend a course, certification, or exam preparation."
348,2025-08-16T10:14:26Z,151540.0,5/8/24,FULL,APPROVED,151408.0,,,37,1,,,,,"WFH - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery."
349,2025-05-09T05:55:06Z,160333.0,12/10/24,FULL,REJECTED,160008.0,,,49,1,,,,,"OOO - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery."
350,2025-04-23T22:45:43Z,210041.0,28/8/24,AM,CANCELLED,210001.0,,,96,1,,,,,"WFH - Planned time off to recharge, travel, or enjoy a break."
351,2025-11-11T10:53:44Z,140893.0,13/8/24,FULL,WITHDRAWN,140103.0,,,25,1,,,,,WFH - Moving to a new home or handling logistics related to a recent move.
352,2025-01-24T02:46:02Z,151544.0,21/8/24,PM,REJECTED,151408.0,,,27,1,,,,,WFH - Taking a day for self-care or to manage stress and prevent burnout.
353,2024-11-17T06:25:19Z,160329.0,2/8/24,AM,WITHDRAWN,160008.0,,,34,1,,,,,"WFH - Weather disruptions, transportation issues, or emergencies."
354,2025-02-24T00:20:37Z,150633.0,25/9/24,FULL,REJECTED,151408.0,,,77,1,,,,,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs."
355,2025-05-17T22:19:37Z,151058.0,6/7/24,AM,APPROVED,151408.0,,,88,1,,,,,"WFH - Planned time off to recharge, travel, or enjoy a break."
356,2024-11-29T16:43:38Z,140078.0,9/7/24,PM,WITHDRAWN,140894.0,,,22,1,,,,,"OOO - Weather disruptions, transportation issues, or emergencies."
357,2025-11-14T05:26:23Z,140025.0,10/8/24,AM,WITHDRAWN,140894.0,,,72,1,,,,,WFH - Celebrating a religious holiday or participating in a faith-based event.
358,2025-10-20T01:13:35Z,140015.0,11/9/24,AM,CANCELLED,140894.0,,,29,1,,,,,"WFH - Taking care of a family member, elderly care, or childcare issues."
359,2025-08-27T00:26:24Z,160289.0,26/9/24,FULL,APPROVED,160008.0,,,84,1,,,,,"OOO - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery."
360,2025-03-02T12:40:14Z,151447.0,5/9/24,FULL,REJECTED,151408.0,,,91,1,,,,,"WFH - Planned time off to recharge, travel, or enjoy a break."
361,2024-11-26T09:17:07Z,180004.0,28/10/24,AM,REJECTED,180001.0,,,11,1,,,,,"WFH - Taking leave to attend a course, certification, or exam preparation."
362,2025-08-29T06:16:24Z,151611.0,19/9/24,AM,PENDING_WITHDRAWAL,151408.0,,,52,1,,,,,"WFH - Planned time off to recharge, travel, or enjoy a break."
363,2024-11-01T22:57:12Z,190009.0,10/9/24,AM,REJECTED,150008.0,,,25,1,,,,,WFH - Moving to a new home or handling logistics related to a recent move.
364,2025-09-23T11:49:06Z,160135.0,16/8/24,PM,APPROVED,160008.0,,,19,1,,,,,"WFH - Planned time off to recharge, travel, or enjoy a break."
365,2025-03-03T16:59:43Z,180025.0,18/9/24,PM,CANCELLED,180001.0,,,76,1,,,,,WFH - Moving to a new home or handling logistics related to a recent move.
366,2025-03-20T11:34:05Z,150166.0,10/10/24,FULL,WITHDRAWN,151408.0,,,77,1,,,,,"WFH - Planned time off to recharge, travel, or enjoy a break."
367,2025-04-18T16:27:57Z,170866.0,7/9/24,AM,APPROVED,171009.0,,,18,1,,,,,"OOO - Taking care of a family member, elderly care, or childcare issues."
368,2024-12-04T18:21:03Z,190019.0,22/7/24,FULL,WITHDRAWN,150008.0,,,48,1,,,,,WFH - Taking a day for self-care or to manage stress and prevent burnout.
369,2025-08-25T01:13:39Z,160290.0,3/9/24,AM,CANCELLED,160008.0,,,70,1,,,,,"WFH - Planned time off to recharge, travel, or enjoy a break."
370,2025-04-07T20:42:48Z,171031.0,1/9/24,AM,CANCELLED,171043.0,,,9,1,,,,,"OOO - Weather disruptions, transportation issues, or emergencies."
371,2025-01-09T21:35:52Z,150342.0,31/7/24,FULL,WITHDRAWN,151408.0,,,54,1,,,,,"OOO - Planned time off to recharge, travel, or enjoy a break."
372,2025-08-09T04:28:33Z,160328.0,17/8/24,FULL,WITHDRAWN,160008.0,,,60,1,,,,,"WFH - Weather disruptions, transportation issues, or emergencies."
373,2025-08-12T13:53:13Z,171014.0,29/8/24,FULL,APPROVED,170166.0,,,33,1,,,,,"OOO - Weather disruptions, transportation issues, or emergencies."
374,2025-04-29T02:09:09Z,140525.0,9/7/24,PM,PENDING_APPROVAL,140894.0,,,62,1,,,,,"WFH - Taking leave to attend a course, certification, or exam preparation."
375,2025-02-15T00:30:12Z,180015.0,29/9/24,AM,REJECTED,180001.0,,,91,1,,,,,"WFH - Planned time off to recharge, travel, or enjoy a break."
376,2025-04-27T20:03:39Z,190044.0,4/7/24,AM,APPROVED,150008.0,,,72,1,,,,,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs."
377,2025-05-16T02:59:16Z,190051.0,24/9/24,FULL,PENDING_APPROVAL,150008.0,,,35,1,,,,,WFH - Taking a day for self-care or to manage stress and prevent burnout.
378,2025-08-12T17:40:55Z,171022.0,16/10/24,AM,WITHDRAWN,171029.0,,,35,1,,,,,WFH - Moving to a new home or handling logistics related to a recent move.
379,2025-11-10T04:21:25Z,210021.0,12/10/24,AM,PENDING_WITHDRAWAL,210001.0,,,59,1,,,,,OOO - Moving to a new home or handling logistics related to a recent move.
380,2025-04-01T21:35:56Z,190009.0,13/8/24,PM,REJECTED,150008.0,,,80,1,,,,,"WFH - Taking care of a family member, elderly care, or childcare issues."
381,2025-05-27T22:53:20Z,160328.0,25/9/24,FULL,REJECTED,160008.0,,,89,1,,,,,"OOO - Handling important personal matters such as legal appointments, bank work, or home repairs."
382,2025-09-13T02:40:26Z,160135.0,29/10/24,AM,WITHDRAWN,160008.0,,,46,1,,,,,"WFH - Attending a family wedding, birthday, or significant milestone celebration."
383,2025-10-07T11:53:59Z,151607.0,22/10/24,AM,CANCELLED,151408.0,,,27,1,,,,,OOO - Moving to a new home or handling logistics related to a recent move.
384,2025-08-25T00:19:35Z,210031.0,26/8/24,PM,CANCELLED,210001.0,,,60,1,,,,,WFH - Moving to a new home or handling logistics related to a recent move.
385,2024-11-03T10:59:16Z,150276.0,5/8/24,FULL,WITHDRAWN,151408.0,,,49,1,,,,,"WFH - Taking care of a family member, elderly care, or childcare issues."
386,2025-04-29T11:22:06Z,160008.0,14/10/24,FULL,REJECTED,130002.0,,,80,1,,,,,OOO - Moving to a new home or handling logistics related to a recent move.
387,2025-08-28T14:49:16Z,151573.0,28/9/24,PM,APPROVED,151408.0,,,16,1,,,,,"OOO - Taking leave to attend a course, certification, or exam preparation."
388,2024-11-12T18:53:04Z,151415.0,4/7/24,FULL,REJECTED,151408.0,,,64,1,,,,,"WFH - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery."
389,2025-11-18T10:42:09Z,151493.0,22/10/24,PM,PENDING_APPROVAL,151408.0,,,45,1,,,,,WFH - Moving to a new home or handling logistics related to a recent move.
390,2025-09-01T14:24:34Z,150282.0,20/9/24,AM,PENDING_WITHDRAWAL,151408.0,,,82,1,,,,,"WFH - Taking leave to attend a course, certification, or exam preparation."
391,2025-08-20T22:42:12Z,150968.0,23/10/24,FULL,PENDING_APPROVAL,151408.0,,,50,1,,,,,"WFH - Taking leave to attend a course, certification, or exam preparation."
392,2025-03-07T02:20:34Z,151416.0,5/7/24,FULL,APPROVED,151408.0,,,47,1,,,,,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs."
393,2025-11-12T18:25:54Z,151466.0,5/7/24,FULL,APPROVED,151408.0,,,61,1,,,,,"WFH - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery."
394,2025-04-15T01:22:33Z,190097.0,8/7/24,AM,CANCELLED,150008.0,,,2,1,,,,,"OOO - Taking care of a family member, elderly care, or childcare issues."
395,2024-12-05T10:07:12Z,151593.0,5/7/24,AM,PENDING_APPROVAL,151408.0,,,11,1,,,,,"WFH - Attending a family wedding, birthday, or significant milestone celebration."
396,2025-09-02T17:30:23Z,151582.0,23/8/24,AM,PENDING_APPROVAL,151408.0,,,91,1,,,,,"OOO - Taking leave to attend a course, certification, or exam preparation."
397,2025-04-25T17:16:23Z,190057.0,18/7/24,FULL,REJECTED,150008.0,,,65,1,,,,,"WFH - Weather disruptions, transportation issues, or emergencies."
398,2025-01-18T22:43:36Z,160287.0,20/7/24,AM,APPROVED,160008.0,,,73,1,,,,,OOO - Celebrating a religious holiday or participating in a faith-based event.
399,2025-09-06T23:52:11Z,151056.0,7/9/24,PM,APPROVED,151408.0,,,40,1,,,,,"WFH - Taking leave to attend a course, certification, or exam preparation."
400,2025-06-11T01:19:01Z,151558.0,14/9/24,FULL,WITHDRAWN,151408.0,,,29,1,,,,,"WFH - Taking leave to attend a course, certification, or exam preparation."
401,2025-01-16T20:08:45Z,151612.0,27/8/24,FULL,CANCELLED,151408.0,,,50,1,,,,,"WFH - Weather disruptions, transportation issues, or emergencies."
402,2025-08-22T01:34:33Z,140002.0,6/8/24,PM,REJECTED,140894.0,,,10,1,,,,,"WFH - Attending a family wedding, birthday, or significant milestone celebration."
403,2025-03-16T19:07:14Z,190068.0,4/10/24,PM,APPROVED,150008.0,,,68,1,,,,,"WFH - Weather disruptions, transportation issues, or emergencies."
404,2025-08-22T23:25:29Z,160334.0,20/10/24,AM,PENDING_WITHDRAWAL,160008.0,,,12,1,,,,,"WFH - Planned time off to recharge, travel, or enjoy a break."
405,2025-07-30T09:31:41Z,160296.0,9/10/24,PM,REJECTED,160008.0,,,10,1,,,,,"OOO - Handling important personal matters such as legal appointments, bank work, or home repairs."
406,2025-08-01T04:15:31Z,210043.0,17/10/24,PM,CANCELLED,210001.0,,,8,1,,,,,"WFH - Attending a family wedding, birthday, or significant milestone celebration."
407,2025-06-09T14:09:36Z,210044.0,30/7/24,FULL,CANCELLED,210001.0,,,48,1,,,,,OOO - Celebrating a religious holiday or participating in a faith-based event.
408,2024-12-06T03:31:11Z,190024.0,27/7/24,PM,APPROVED,150008.0,,,9,1,,,,,"WFH - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery."
409,2025-09-07T11:44:36Z,151574.0,30/7/24,AM,CANCELLED,151408.0,,,69,1,,,,,"OOO - Weather disruptions, transportation issues, or emergencies."
410,2025-01-20T20:10:59Z,210020.0,6/8/24,PM,REJECTED,210001.0,,,98,1,,,,,WFH - Taking a day for self-care or to manage stress and prevent burnout.
411,2025-05-04T11:08:03Z,151598.0,16/9/24,AM,APPROVED,151408.0,,,8,1,,,,,WFH - Taking a day for self-care or to manage stress and prevent burnout.
412,2025-11-06T22:27:08Z,151576.0,10/10/24,PM,PENDING_WITHDRAWAL,151408.0,,,88,1,,,,,WFH - Celebrating a religious holiday or participating in a faith-based event.
413,2025-03-31T17:43:36Z,180015.0,20/10/24,AM,CANCELLED,180001.0,,,71,1,,,,,"OOO - Taking care of a family member, elderly care, or childcare issues."
414,2025-07-20T20:00:11Z,151438.0,22/8/24,FULL,PENDING_WITHDRAWAL,151408.0,,,57,1,,,,,OOO - Celebrating a religious holiday or participating in a faith-based event.
415,2024-12-31T08:48:17Z,210028.0,12/8/24,PM,PENDING_APPROVAL,210001.0,,,37,1,,,,,WFH - Moving to a new home or handling logistics related to a recent move.
416,2025-08-04T19:03:48Z,150288.0,22/8/24,FULL,APPROVED,151408.0,,,73,1,,,,,"WFH - Taking leave to attend a course, certification, or exam preparation."
417,2025-09-07T17:21:47Z,171009.0,2/10/24,AM,WITHDRAWN,170166.0,,,68,1,,,,,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs."
418,2025-07-16T16:27:32Z,151512.0,6/9/24,AM,PENDING_WITHDRAWAL,151408.0,,,60,1,,,,,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs."
419,2025-10-22T07:37:31Z,150638.0,4/7/24,FULL,PENDING_APPROVAL,151408.0,,,75,1,,,,,"WFH - Taking leave to attend a course, certification, or exam preparation."
420,2025-02-04T04:55:52Z,150233.0,27/8/24,FULL,WITHDRAWN,151408.0,,,61,1,,,,,OOO - Taking a day for self-care or to manage stress and prevent burnout.
421,2025-11-28T16:26:57Z,171045.0,9/9/24,AM,PENDING_WITHDRAWAL,171029.0,,,92,1,,,,,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs."
422,2025-02-13T14:29:05Z,180037.0,20/8/24,PM,PENDING_APPROVAL,180001.0,,,73,1,,,,,WFH - Celebrating a religious holiday or participating in a faith-based event.
423,2025-11-23T00:59:47Z,190041.0,13/7/24,FULL,WITHDRAWN,150008.0,,,13,1,,,,,WFH - Taking a day for self-care or to manage stress and prevent burnout.
424,2025-06-08T18:21:39Z,190009.0,22/10/24,FULL,PENDING_APPROVAL,150008.0,,,92,1,,,,,"WFH - Attending a family wedding, birthday, or significant milestone celebration."
425,2025-09-04T02:47:06Z,151419.0,22/9/24,PM,REJECTED,151408.0,,,86,1,,,,,"WFH - Taking care of a family member, elderly care, or childcare issues."
426,2024-11-28T04:06:37Z,151417.0,12/7/24,PM,PENDING_WITHDRAWAL,151408.0,,,62,1,,,,,"WFH - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery."
427,2025-01-04T18:09:04Z,160135.0,19/10/24,AM,WITHDRAWN,160008.0,,,85,1,,,,,"WFH - Weather disruptions, transportation issues, or emergencies."
428,2025-02-20T13:20:04Z,151493.0,30/8/24,FULL,CANCELLED,151408.0,,,32,1,,,,,OOO - Moving to a new home or handling logistics related to a recent move.
429,2025-07-29T04:59:58Z,171012.0,23/8/24,FULL,APPROVED,171014.0,,,47,1,,,,,"OOO - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery."
430,2025-09-14T06:38:47Z,151484.0,1/8/24,PM,REJECTED,151408.0,,,11,1,,,,,WFH - Celebrating a religious holiday or participating in a faith-based event.
431,2025-04-10T17:15:42Z,160331.0,10/7/24,AM,WITHDRAWN,160008.0,,,8,1,,,,,"WFH - Taking leave to attend a course, certification, or exam preparation."
432,2025-07-17T17:46:23Z,151483.0,6/9/24,PM,APPROVED,151408.0,,,100,1,,,,,"WFH - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery."
433,2025-08-24T01:55:41Z,160328.0,23/9/24,PM,CANCELLED,160008.0,,,84,1,,,,,"WFH - Taking care of a family member, elderly care, or childcare issues."
434,2025-05-26T01:19:46Z,210044.0,19/10/24,AM,WITHDRAWN,210001.0,,,35,1,,,,,OOO - Moving to a new home or handling logistics related to a recent move.
435,2025-09-15T12:46:54Z,171048.0,8/8/24,PM,REJECTED,171029.0,,,56,1,,,,,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs."
436,2025-10-07T05:56:20Z,140892.0,29/10/24,FULL,CANCELLED,140008.0,,,25,1,,,,,"OOO - Handling important personal matters such as legal appointments, bank work, or home repairs."
437,2025-11-05T14:07:51Z,190064.0,19/7/24,AM,PENDING_WITHDRAWAL,150008.0,,,61,1,,,,,"OOO - Taking care of a family member, elderly care, or childcare issues."
438,2025-01-19T18:17:48Z,150168.0,24/10/24,PM,CANCELLED,151408.0,,,98,1,,,,,OOO - Moving to a new home or handling logistics related to a recent move.
439,2025-10-03T20:34:10Z,150075.0,27/8/24,PM,APPROVED,151408.0,,,78,1,,,,,WFH - Taking a day for self-care or to manage stress and prevent burnout.
440,2025-06-15T21:23:59Z,150608.0,30/10/24,AM,APPROVED,151408.0,,,6,1,,,,,"OOO - Attending a family wedding, birthday, or significant milestone celebration."
441,2025-01-27T02:27:13Z,170166.0,17/8/24,AM,REJECTED,130002.0,,,20,1,,,,,WFH - Celebrating a religious holiday or participating in a faith-based event.
442,2025-03-23T00:12:06Z,150065.0,2/10/24,FULL,PENDING_APPROVAL,151408.0,,,35,1,,,,,"WFH - Planned time off to recharge, travel, or enjoy a break."
443,2024-12-20T09:28:55Z,151483.0,22/8/24,FULL,APPROVED,151408.0,,,80,1,,,,,"OOO - Taking care of a family member, elderly care, or childcare issues."
444,2025-04-19T03:29:34Z,150615.0,9/8/24,PM,PENDING_WITHDRAWAL,151408.0,,,57,1,,,,,WFH - Celebrating a religious holiday or participating in a faith-based event.
445,2025-02-01T19:01:54Z,160333.0,4/7/24,PM,PENDING_WITHDRAWAL,160008.0,,,72,1,,,,,"WFH - Taking leave to attend a course, certification, or exam preparation."
446,2025-11-24T22:11:59Z,180006.0,26/8/24,FULL,PENDING_WITHDRAWAL,180001.0,,,52,1,,,,,"OOO - Taking care of a family member, elderly care, or childcare issues."
447,2025-10-22T00:40:37Z,190017.0,25/9/24,PM,PENDING_APPROVAL,150008.0,,,35,1,,,,,"WFH - Taking leave to attend a course, certification, or exam preparation."
448,2025-11-06T14:31:31Z,151470.0,20/10/24,FULL,REJECTED,151408.0,,,31,1,,,,,"WFH - Taking care of a family member, elderly care, or childcare issues."
449,2025-01-10T11:20:03Z,151581.0,3/7/24,FULL,APPROVED,151408.0,,,1,1,,,,,"WFH - Weather disruptions, transportation issues, or emergencies."
450,2025-05-13T07:58:45Z,190024.0,18/7/24,PM,REJECTED,150008.0,,,67,1,,,,,"WFH - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery."
451,2025-09-10T04:23:12Z,151580.0,5/10/24,PM,PENDING_APPROVAL,151408.0,,,61,1,,,,,"OOO - Taking leave to attend a course, certification, or exam preparation."
452,2025-04-22T14:10:53Z,171045.0,24/7/24,FULL,CANCELLED,171029.0,,,29,1,,,,,"WFH - Taking care of a family member, elderly care, or childcare issues."
453,2025-10-31T10:41:52Z,170232.0,14/8/24,FULL,CANCELLED,171009.0,,,9,1,,,,,"WFH - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery."
454,2025-08-22T04:05:33Z,171041.0,12/10/24,PM,WITHDRAWN,171043.0,,,86,1,,,,,"WFH - Taking care of a family member, elderly care, or childcare issues."
455,2024-12-12T18:17:33Z,150866.0,25/8/24,FULL,CANCELLED,151408.0,,,49,1,,,,,WFH - Moving to a new home or handling logistics related to a recent move.
456,2025-01-27T16:53:33Z,190035.0,18/7/24,PM,CANCELLED,150008.0,,,37,1,,,,,"WFH - Weather disruptions, transportation issues, or emergencies."
457,2025-10-31T12:23:25Z,171024.0,13/8/24,PM,PENDING_WITHDRAWAL,171029.0,,,27,1,,,,,"WFH - Taking leave to attend a course, certification, or exam preparation."
458,2025-09-23T13:34:57Z,160314.0,20/8/24,FULL,CANCELLED,160008.0,,,69,1,,,,,"WFH - Planned time off to recharge, travel, or enjoy a break."
459,2025-10-06T00:18:08Z,190082.0,7/9/24,FULL,REJECTED,150008.0,,,43,1,,,,,"WFH - Planned time off to recharge, travel, or enjoy a break."
460,2024-12-02T01:05:30Z,151431.0,21/7/24,PM,APPROVED,151408.0,,,42,1,,,,,"OOO - Attending a family wedding, birthday, or significant milestone celebration."
461,2025-02-12T05:18:14Z,150695.0,18/7/24,PM,PENDING_WITHDRAWAL,151408.0,,,10,1,,,,,"WFH - Taking care of a family member, elderly care, or childcare issues."
462,2024-11-13T00:10:47Z,190068.0,3/7/24,FULL,REJECTED,150008.0,,,13,1,,,,,"WFH - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery."
463,2025-10-22T05:06:53Z,151416.0,12/7/24,AM,REJECTED,151408.0,,,25,1,,,,,WFH - Taking a day for self-care or to manage stress and prevent burnout.
464,2025-08-22T11:45:03Z,151576.0,13/10/24,AM,APPROVED,151408.0,,,50,1,,,,,WFH - Moving to a new home or handling logistics related to a recent move.
