arrangement_id,update_datetime,requester_staff_id,wfh_date,wfh_type,current_approval_status,approving_officer,delegate_approving_offer,reason_description,batch_id,latest_log_id,supporting_doc_1,supporting_doc_2,supporting_doc_3,status_reason,I
465,2025-08-09T11:17:33Z,210019.0,12/10/24,PM,REJECTED,210001.0,,,84,1,,,,,"WFH - Taking leave to attend a course, certification, or exam preparation."
466,2025-08-01T17:16:01Z,150512.0,30/10/24,FULL,WITHDRAWN,151408.0,,,10,1,,,,,WFH - Moving to a new home or handling logistics related to a recent move.
467,2025-11-28T16:45:59Z,170245.0,14/7/24,AM,PENDING_APPROVAL,171009.0,,,76,1,,,,,"WFH - Weather disruptions, transportation issues, or emergencies."
468,2025-05-17T01:19:32Z,151539.0,2/9/24,PM,APPROVED,151408.0,,,29,1,,,,,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs."
469,2025-03-24T14:52:13Z,150968.0,16/10/24,AM,CANCELLED,151408.0,,,30,1,,,,,WFH - Celebrating a religious holiday or participating in a faith-based event.
470,2024-11-01T17:27:00Z,140004.0,22/9/24,FULL,PENDING_APPROVAL,140894.0,,,35,1,,,,,"WFH - Taking care of a family member, elderly care, or childcare issues."
471,2024-11-13T16:16:25Z,140736.0,15/7/24,FULL,CANCELLED,140894.0,,,17,1,,,,,WFH - Taking a day for self-care or to manage stress and prevent burnout.
472,2024-11-09T18:11:33Z,190037.0,24/7/24,FULL,REJECTED,150008.0,,,45,1,,,,,"OOO - Taking care of a family member, elderly care, or childcare issues."
473,2024-12-12T18:02:52Z,150355.0,9/10/24,FULL,CANCELLED,151408.0,,,7,1,,,,,"WFH - Planned time off to recharge, travel, or enjoy a break."
474,2025-04-10T22:11:20Z,140036.0,25/8/24,AM,PENDING_WITHDRAWAL,140894.0,,,40,1,,,,,"WFH - Attending a family wedding, birthday, or significant milestone celebration."
475,2025-01-27T07:59:47Z,151440.0,26/9/24,PM,WITHDRAWN,151408.0,,,32,1,,,,,"WFH - Weather disruptions, transportation issues, or emergencies."
476,2025-03-28T11:20:34Z,151411.0,3/8/24,FULL,CANCELLED,151408.0,,,15,1,,,,,"WFH - Taking leave to attend a course, certification, or exam preparation."
477,2025-06-28T00:00:22Z,151547.0,30/7/24,AM,APPROVED,151408.0,,,39,1,,,,,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs."
478,2025-03-23T16:13:37Z,160287.0,20/8/24,FULL,WITHDRAWN,160008.0,,,37,1,,,,,OOO - Taking a day for self-care or to manage stress and prevent burnout.
479,2025-04-10T08:18:12Z,151412.0,15/7/24,FULL,REJECTED,151408.0,,,92,1,,,,,"WFH - Attending a family wedding, birthday, or significant milestone celebration."
480,2025-11-12T19:43:12Z,190077.0,10/10/24,AM,CANCELLED,150008.0,,,91,1,,,,,"OOO - Weather disruptions, transportation issues, or emergencies."
481,2024-12-09T22:18:03Z,190022.0,27/10/24,FULL,PENDING_WITHDRAWAL,150008.0,,,19,1,,,,,"WFH - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery."
482,2024-11-04T21:28:43Z,171022.0,27/10/24,AM,PENDING_WITHDRAWAL,171029.0,,,39,1,,,,,WFH - Taking a day for self-care or to manage stress and prevent burnout.
483,2025-06-03T09:32:13Z,140940.0,21/9/24,FULL,CANCELLED,140879.0,,,79,1,,,,,"WFH - Planned time off to recharge, travel, or enjoy a break."
484,2025-01-06T17:18:23Z,190091.0,18/10/24,PM,REJECTED,150008.0,,,22,1,,,,,WFH - Moving to a new home or handling logistics related to a recent move.
485,2024-11-18T17:37:28Z,151415.0,24/10/24,AM,CANCELLED,151408.0,,,22,1,,,,,WFH - Moving to a new home or handling logistics related to a recent move.
486,2025-11-27T11:29:38Z,140891.0,30/9/24,FULL,WITHDRAWN,140008.0,,,9,1,,,,,"WFH - Attending a family wedding, birthday, or significant milestone celebration."
487,2025-10-24T04:07:49Z,170245.0,30/10/24,FULL,REJECTED,171009.0,,,80,1,,,,,"OOO - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery."
488,2025-01-30T17:08:55Z,190065.0,12/8/24,AM,WITHDRAWN,150008.0,,,86,1,,,,,WFH - Celebrating a religious holiday or participating in a faith-based event.
489,2025-08-09T13:37:57Z,150615.0,24/10/24,AM,CANCELLED,151408.0,,,5,1,,,,,"WFH - Taking care of a family member, elderly care, or childcare issues."
490,2025-08-14T11:00:48Z,150423.0,26/8/24,FULL,WITHDRAWN,151408.0,,,66,1,,,,,"WFH - Taking care of a family member, elderly care, or childcare issues."
491,2025-08-17T04:02:37Z,150166.0,17/7/24,FULL,PENDING_APPROVAL,151408.0,,,7,1,,,,,WFH - Taking a day for self-care or to manage stress and prevent burnout.
492,2025-07-08T19:57:09Z,151503.0,9/9/24,AM,PENDING_APPROVAL,151408.0,,,64,1,,,,,WFH - Celebrating a religious holiday or participating in a faith-based event.
493,2025-09-09T05:01:50Z,151541.0,16/7/24,FULL,WITHDRAWN,151408.0,,,98,1,,,,,"WFH - Taking care of a family member, elderly care, or childcare issues."
494,2025-09-22T03:46:56Z,160142.0,23/10/24,AM,CANCELLED,160008.0,,,60,1,,,,,"WFH - Taking care of a family member, elderly care, or childcare issues."
495,2025-09-21T18:32:37Z,160308.0,28/7/24,FULL,PENDING_WITHDRAWAL,160008.0,,,8,1,,,,,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs."
496,2025-11-27T04:26:39Z,151518.0,14/8/24,PM,APPROVED,151408.0,,,12,1,,,,,"WFH - Planned time off to recharge, travel, or enjoy a break."
497,2025-02-14T01:53:05Z,160325.0,6/10/24,FULL,WITHDRAWN,160008.0,,,26,1,,,,,"WFH - Taking leave to attend a course, certification, or exam preparation."
498,2025-04-18T13:25:50Z,180020.0,28/7/24,FULL,PENDING_WITHDRAWAL,180001.0,,,32,1,,,,,"WFH - Taking leave to attend a course, certification, or exam preparation."
499,2025-08-27T14:35:05Z,190076.0,22/7/24,AM,REJECTED,150008.0,,,78,1,,,,,"OOO - Attending a family wedding, birthday, or significant milestone celebration."
500,2025-05-28T18:54:50Z,190026.0,22/9/24,FULL,APPROVED,150008.0,,,82,1,,,,,"WFH - Taking leave to attend a course, certification, or exam preparation."
501,2024-12-09T15:38:05Z,151418.0,8/10/24,FULL,REJECTED,151408.0,,,20,1,,,,,WFH - Moving to a new home or handling logistics related to a recent move.
502,2025-05-19T01:31:00Z,180029.0,29/9/24,FULL,WITHDRAWN,180001.0,,,76,1,,,,,OOO - Taking a day for self-care or to manage stress and prevent burnout.
503,2025-03-04T08:14:57Z,151506.0,20/10/24,PM,CANCELLED,151408.0,,,30,1,,,,,"WFH - Planned time off to recharge, travel, or enjoy a break."
504,2025-06-23T15:00:38Z,151467.0,29/9/24,FULL,REJECTED,151408.0,,,67,1,,,,,WFH - Moving to a new home or handling logistics related to a recent move.
505,2025-09-02T12:02:02Z,210024.0,23/7/24,AM,PENDING_WITHDRAWAL,210001.0,,,90,1,,,,,"WFH - Attending a family wedding, birthday, or significant milestone celebration."
506,2025-07-06T07:03:53Z,140888.0,29/9/24,PM,APPROVED,140008.0,,,27,1,,,,,WFH - Taking a day for self-care or to manage stress and prevent burnout.
507,2025-06-16T18:23:35Z,140912.0,4/8/24,AM,PENDING_APPROVAL,140944.0,,,72,1,,,,,OOO - Taking a day for self-care or to manage stress and prevent burnout.
508,2025-01-01T11:59:57Z,160302.0,4/9/24,FULL,CANCELLED,160008.0,,,58,1,,,,,"OOO - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery."
509,2025-08-07T01:00:41Z,140890.0,26/8/24,PM,PENDING_WITHDRAWAL,140008.0,,,5,1,,,,,"WFH - Taking care of a family member, elderly care, or childcare issues."
510,2025-04-06T16:00:19Z,150085.0,13/10/24,FULL,PENDING_WITHDRAWAL,151408.0,,,19,1,,,,,"WFH - Taking care of a family member, elderly care, or childcare issues."
511,2025-06-08T21:08:42Z,140879.0,22/10/24,AM,APPROVED,140001.0,,,62,1,,,,,OOO - Taking a day for self-care or to manage stress and prevent burnout.
512,2025-09-28T05:13:36Z,180012.0,19/10/24,AM,PENDING_APPROVAL,180001.0,,,45,1,,,,,OOO - Moving to a new home or handling logistics related to a recent move.
513,2025-02-17T13:43:21Z,180030.0,31/7/24,PM,REJECTED,180001.0,,,71,1,,,,,"WFH - Weather disruptions, transportation issues, or emergencies."
514,2025-05-29T01:16:09Z,171047.0,18/9/24,AM,WITHDRAWN,171029.0,,,79,1,,,,,WFH - Celebrating a religious holiday or participating in a faith-based event.
515,2024-11-10T03:55:14Z,190025.0,19/9/24,PM,APPROVED,150008.0,,,16,1,,,,,"OOO - Attending a family wedding, birthday, or significant milestone celebration."
516,2025-08-01T05:18:27Z,150075.0,24/8/24,PM,WITHDRAWN,151408.0,,,32,1,,,,,"WFH - Taking leave to attend a course, certification, or exam preparation."
517,2025-03-30T08:38:45Z,190036.0,31/7/24,PM,APPROVED,150008.0,,,24,1,,,,,"WFH - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery."
518,2025-06-17T08:31:31Z,190046.0,26/8/24,PM,CANCELLED,150008.0,,,80,1,,,,,WFH - Moving to a new home or handling logistics related to a recent move.
519,2025-10-08T04:53:03Z,190093.0,6/8/24,FULL,PENDING_WITHDRAWAL,150008.0,,,80,1,,,,,"WFH - Taking care of a family member, elderly care, or childcare issues."
520,2025-03-03T17:00:16Z,151590.0,22/9/24,FULL,PENDING_WITHDRAWAL,151408.0,,,74,1,,,,,"WFH - Attending a family wedding, birthday, or significant milestone celebration."
521,2025-04-28T16:26:03Z,151596.0,24/8/24,AM,REJECTED,151408.0,,,61,1,,,,,WFH - Celebrating a religious holiday or participating in a faith-based event.
522,2025-03-06T03:11:44Z,151563.0,19/7/24,AM,WITHDRAWN,151408.0,,,18,1,,,,,WFH - Celebrating a religious holiday or participating in a faith-based event.
523,2025-02-03T00:17:51Z,190096.0,16/9/24,PM,APPROVED,150008.0,,,4,1,,,,,"OOO - Taking care of a family member, elderly care, or childcare issues."
524,2025-11-10T06:59:41Z,151499.0,23/9/24,FULL,REJECTED,151408.0,,,27,1,,,,,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs."
525,2025-09-08T04:10:42Z,151469.0,6/8/24,AM,PENDING_WITHDRAWAL,151408.0,,,70,1,,,,,"WFH - Taking leave to attend a course, certification, or exam preparation."
526,2025-08-27T05:49:00Z,150076.0,23/9/24,FULL,WITHDRAWN,151408.0,,,47,1,,,,,"OOO - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery."
527,2025-09-08T15:58:46Z,190006.0,22/8/24,FULL,REJECTED,150008.0,,,46,1,,,,,WFH - Taking a day for self-care or to manage stress and prevent burnout.
528,2024-11-29T11:29:24Z,150866.0,24/7/24,AM,PENDING_WITHDRAWAL,151408.0,,,51,1,,,,,"WFH - Weather disruptions, transportation issues, or emergencies."
529,2025-02-11T09:34:13Z,150705.0,7/10/24,PM,REJECTED,151408.0,,,32,1,,,,,"WFH - Taking care of a family member, elderly care, or childcare issues."
530,2025-08-27T18:38:18Z,160145.0,17/7/24,AM,PENDING_WITHDRAWAL,160008.0,,,70,1,,,,,"WFH - Taking leave to attend a course, certification, or exam preparation."
531,2025-07-19T11:53:16Z,151448.0,5/8/24,PM,APPROVED,151408.0,,,38,1,,,,,"WFH - Taking leave to attend a course, certification, or exam preparation."
532,2024-12-22T22:41:38Z,190040.0,18/8/24,AM,CANCELLED,150008.0,,,51,1,,,,,WFH - Moving to a new home or handling logistics related to a recent move.
533,2025-09-17T01:13:17Z,151408.0,27/7/24,FULL,APPROVED,130002.0,,,81,1,,,,,WFH - Celebrating a religious holiday or participating in a faith-based event.
534,2025-11-13T20:15:35Z,140911.0,4/8/24,PM,WITHDRAWN,140944.0,,,53,1,,,,,"WFH - Attending a family wedding, birthday, or significant milestone celebration."
535,2025-10-31T19:17:41Z,151472.0,27/10/24,AM,APPROVED,151408.0,,,10,1,,,,,"WFH - Planned time off to recharge, travel, or enjoy a break."
536,2025-10-09T03:29:28Z,150198.0,22/8/24,FULL,APPROVED,151408.0,,,75,1,,,,,WFH - Moving to a new home or handling logistics related to a recent move.
537,2024-11-27T13:40:56Z,151452.0,24/10/24,PM,APPROVED,151408.0,,,50,1,,,,,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs."
538,2025-08-02T01:45:31Z,151584.0,1/8/24,FULL,PENDING_APPROVAL,151408.0,,,74,1,,,,,WFH - Taking a day for self-care or to manage stress and prevent burnout.
539,2025-08-29T03:19:06Z,171008.0,15/9/24,PM,APPROVED,171009.0,,,65,1,,,,,WFH - Taking a day for self-care or to manage stress and prevent burnout.
540,2024-12-01T20:27:51Z,160296.0,26/10/24,FULL,APPROVED,160008.0,,,10,1,,,,,"OOO - Planned time off to recharge, travel, or enjoy a break."
541,2025-01-10T08:13:15Z,150938.0,6/10/24,FULL,APPROVED,151408.0,,,75,1,,,,,"WFH - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery."
542,2025-06-24T04:15:56Z,150288.0,18/8/24,AM,PENDING_WITHDRAWAL,151408.0,,,8,1,,,,,"WFH - Taking leave to attend a course, certification, or exam preparation."
543,2025-08-23T19:13:01Z,171018.0,7/8/24,AM,CANCELLED,170166.0,,,5,1,,,,,"WFH - Attending a family wedding, birthday, or significant milestone celebration."
544,2025-11-07T19:39:55Z,150445.0,6/8/24,FULL,WITHDRAWN,151408.0,,,65,1,,,,,"OOO - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery."
545,2025-07-16T15:02:55Z,151428.0,22/10/24,PM,APPROVED,151408.0,,,10,1,,,,,WFH - Taking a day for self-care or to manage stress and prevent burnout.
546,2025-10-30T07:42:53Z,151410.0,10/7/24,AM,PENDING_APPROVAL,151408.0,,,79,1,,,,,WFH - Taking a day for self-care or to manage stress and prevent burnout.
547,2025-03-14T04:49:40Z,151447.0,21/9/24,PM,REJECTED,151408.0,,,24,1,,,,,"WFH - Weather disruptions, transportation issues, or emergencies."
548,2025-04-13T22:39:33Z,151428.0,30/7/24,PM,REJECTED,151408.0,,,37,1,,,,,"WFH - Attending a family wedding, birthday, or significant milestone celebration."
549,2024-12-02T23:07:12Z,190003.0,22/10/24,AM,PENDING_WITHDRAWAL,150008.0,,,79,1,,,,,WFH - Moving to a new home or handling logistics related to a recent move.
550,2025-11-05T22:59:26Z,150276.0,31/8/24,FULL,REJECTED,151408.0,,,42,1,,,,,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs."
551,2025-06-26T22:52:28Z,151541.0,24/8/24,FULL,APPROVED,151408.0,,,63,1,,,,,"WFH - Taking leave to attend a course, certification, or exam preparation."
552,2025-02-05T18:47:24Z,151559.0,6/9/24,FULL,WITHDRAWN,151408.0,,,49,1,,,,,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs."
553,2025-01-05T14:20:10Z,140925.0,22/10/24,PM,APPROVED,140944.0,,,12,1,,,,,"OOO - Attending a family wedding, birthday, or significant milestone celebration."
554,2025-09-07T11:52:42Z,140904.0,21/7/24,PM,WITHDRAWN,140944.0,,,42,1,,,,,WFH - Moving to a new home or handling logistics related to a recent move.
555,2025-07-23T20:13:58Z,151500.0,24/7/24,AM,PENDING_APPROVAL,151408.0,,,60,1,,,,,"WFH - Attending a family wedding, birthday, or significant milestone celebration."
556,2024-12-14T01:38:39Z,151408.0,24/7/24,PM,PENDING_APPROVAL,130002.0,,,24,1,,,,,"OOO - Taking care of a family member, elderly care, or childcare issues."
557,2025-07-10T11:59:26Z,160143.0,25/9/24,PM,CANCELLED,160008.0,,,81,1,,,,,"OOO - Weather disruptions, transportation issues, or emergencies."
558,2025-03-05T22:58:46Z,151477.0,30/9/24,AM,WITHDRAWN,151408.0,,,45,1,,,,,"WFH - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery."
559,2025-06-23T10:21:22Z,151508.0,8/8/24,AM,PENDING_APPROVAL,151408.0,,,59,1,,,,,WFH - Celebrating a religious holiday or participating in a faith-based event.
560,2025-07-28T17:04:45Z,171036.0,7/9/24,AM,PENDING_APPROVAL,171043.0,,,90,1,,,,,OOO - Celebrating a religious holiday or participating in a faith-based event.
561,2025-02-11T18:55:32Z,160313.0,29/9/24,AM,WITHDRAWN,160008.0,,,26,1,,,,,"WFH - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery."
562,2025-07-08T00:49:04Z,151448.0,28/7/24,PM,PENDING_APPROVAL,151408.0,,,31,1,,,,,"WFH - Planned time off to recharge, travel, or enjoy a break."
563,2025-04-16T05:09:36Z,151420.0,17/9/24,PM,PENDING_APPROVAL,151408.0,,,41,1,,,,,"WFH - Weather disruptions, transportation issues, or emergencies."
564,2025-08-20T06:17:49Z,151428.0,30/10/24,FULL,PENDING_WITHDRAWAL,151408.0,,,29,1,,,,,WFH - Moving to a new home or handling logistics related to a recent move.
565,2025-04-20T03:18:15Z,151198.0,4/8/24,PM,PENDING_APPROVAL,151408.0,,,69,1,,,,,"OOO - Weather disruptions, transportation issues, or emergencies."
566,2025-09-13T10:17:17Z,190067.0,2/8/24,FULL,CANCELLED,150008.0,,,96,1,,,,,WFH - Taking a day for self-care or to manage stress and prevent burnout.
567,2025-08-26T02:21:48Z,190026.0,20/10/24,PM,CANCELLED,150008.0,,,37,1,,,,,"WFH - Planned time off to recharge, travel, or enjoy a break."
568,2025-09-07T22:58:30Z,140881.0,29/10/24,FULL,WITHDRAWN,140008.0,,,63,1,,,,,OOO - Celebrating a religious holiday or participating in a faith-based event.
569,2025-04-18T05:18:30Z,151507.0,23/10/24,PM,CANCELLED,151408.0,,,23,1,,,,,"OOO - Weather disruptions, transportation issues, or emergencies."
570,2025-08-14T10:21:30Z,190078.0,3/9/24,AM,WITHDRAWN,150008.0,,,62,1,,,,,"WFH - Weather disruptions, transportation issues, or emergencies."
571,2025-08-04T17:26:54Z,180001.0,3/10/24,AM,REJECTED,130002.0,,,47,1,,,,,"WFH - Planned time off to recharge, travel, or enjoy a break."
572,2024-11-07T22:05:02Z,151466.0,29/7/24,PM,PENDING_WITHDRAWAL,151408.0,,,52,1,,,,,"WFH - Taking care of a family member, elderly care, or childcare issues."
573,2025-10-12T02:05:47Z,190032.0,15/7/24,AM,WITHDRAWN,150008.0,,,35,1,,,,,"OOO - Attending a family wedding, birthday, or significant milestone celebration."
574,2025-01-26T06:12:35Z,151600.0,8/7/24,FULL,PENDING_APPROVAL,151408.0,,,46,1,,,,,OOO - Taking a day for self-care or to manage stress and prevent burnout.
575,2025-06-07T00:54:03Z,140948.0,9/8/24,AM,PENDING_WITHDRAWAL,140879.0,,,54,1,,,,,WFH - Celebrating a religious holiday or participating in a faith-based event.
576,2025-05-04T20:41:59Z,190076.0,4/8/24,FULL,CANCELLED,150008.0,,,21,1,,,,,"WFH - Taking leave to attend a course, certification, or exam preparation."
577,2025-07-02T18:30:54Z,160323.0,16/7/24,PM,PENDING_APPROVAL,160008.0,,,99,1,,,,,"WFH - Weather disruptions, transportation issues, or emergencies."
578,2024-12-15T18:09:05Z,151536.0,3/9/24,FULL,PENDING_WITHDRAWAL,151408.0,,,51,1,,,,,WFH - Celebrating a religious holiday or participating in a faith-based event.
579,2025-02-27T13:05:33Z,150356.0,30/8/24,AM,APPROVED,151408.0,,,27,1,,,,,"WFH - Planned time off to recharge, travel, or enjoy a break."
580,2025-01-31T21:39:32Z,150245.0,23/8/24,PM,CANCELLED,151408.0,,,87,1,,,,,"WFH - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery."
581,2025-06-10T08:27:24Z,180021.0,28/8/24,AM,WITHDRAWN,180001.0,,,58,1,,,,,"WFH - Taking care of a family member, elderly care, or childcare issues."
582,2025-11-10T07:56:54Z,151582.0,29/8/24,FULL,APPROVED,151408.0,,,98,1,,,,,WFH - Celebrating a religious holiday or participating in a faith-based event.
583,2025-05-03T22:14:54Z,150826.0,24/8/24,AM,APPROVED,151408.0,,,82,1,,,,,"WFH - Attending a family wedding, birthday, or significant milestone celebration."
584,2025-08-25T03:05:45Z,151493.0,28/7/24,PM,PENDING_APPROVAL,151408.0,,,53,1,,,,,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs."
585,2024-12-16T14:59:25Z,151499.0,3/10/24,FULL,PENDING_WITHDRAWAL,151408.0,,,13,1,,,,,"WFH - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery."
586,2025-06-29T14:44:47Z,171010.0,22/10/24,AM,APPROVED,171014.0,,,58,1,,,,,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs."
587,2024-12-27T20:00:47Z,140937.0,9/7/24,PM,WITHDRAWN,140879.0,,,23,1,,,,,WFH - Moving to a new home or handling logistics related to a recent move.
588,2024-11-24T07:20:12Z,190049.0,1/10/24,FULL,CANCELLED,150008.0,,,27,1,,,,,OOO - Celebrating a religious holiday or participating in a faith-based event.
589,2025-04-16T13:48:54Z,151418.0,17/7/24,PM,APPROVED,151408.0,,,31,1,,,,,"OOO - Taking care of a family member, elderly care, or childcare issues."
590,2025-10-15T23:28:23Z,151476.0,19/8/25,PM,APPROVED,151408.0,,,48,1,,,,,"WFH - Attending a family wedding, birthday, or significant milestone celebration."
591,2025-06-26T22:29:49Z,190074.0,19/8/25,PM,PENDING_WITHDRAWAL,150008.0,,,8,1,,,,,WFH - Moving to a new home or handling logistics related to a recent move.
592,2025-08-22T16:34:18Z,151570.0,19/8/25,AM,PENDING_APPROVAL,151408.0,,,59,1,,,,,OOO - Moving to a new home or handling logistics related to a recent move.
593,2025-11-13T00:39:49Z,180033.0,19/8/25,AM,APPROVED,180001.0,,,60,1,,,,,WFH - Moving to a new home or handling logistics related to a recent move.
594,2025-03-16T17:10:41Z,150398.0,19/8/25,FULL,APPROVED,151408.0,,,4,1,,,,,"WFH - Taking leave to attend a course, certification, or exam preparation."
595,2025-05-21T15:34:23Z,130002.0,19/8/25,FULL,PENDING_WITHDRAWAL,130002.0,,,68,1,,,,,"OOO - Attending a family wedding, birthday, or significant milestone celebration."
596,2025-09-23T23:26:53Z,160313.0,19/8/25,AM,APPROVED,160008.0,,,60,1,,,,,OOO - Celebrating a religious holiday or participating in a faith-based event.
597,2024-12-19T07:33:14Z,151198.0,19/8/25,PM,APPROVED,151408.0,,,12,1,,,,,"WFH - Taking leave to attend a course, certification, or exam preparation."
598,2025-01-14T11:35:05Z,140934.0,19/8/25,FULL,APPROVED,140879.0,,,1,1,,,,,WFH - Moving to a new home or handling logistics related to a recent move.
599,2025-10-16T02:48:16Z,151537.0,19/8/25,PM,PENDING_APPROVAL,151408.0,,,28,1,,,,,"WFH - Planned time off to recharge, travel, or enjoy a break."
600,2025-03-20T17:02:11Z,151590.0,19/8/25,FULL,APPROVED,151408.0,,,62,1,,,,,"WFH - Attending a family wedding, birthday, or significant milestone celebration."
601,2025-05-21T15:34:23Z,,19/8/25,FULL,CANCELLED,,,,109,1,,,,,WFH - Celebrating a religious holiday or participating in a faith-based event.
602,2025-09-23T23:26:53Z,,19/8/25,FULL,APPROVED,,,,174,1,,,,,"WFH - Weather disruptions, transportation issues, or emergencies."
603,2024-12-19T07:33:14Z,,19/8/25,AM,PENDING_APPROVAL,,,,226,1,,,,,"OOO - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery."
604,2025-01-14T11:35:05Z,,19/8/25,PM,PENDING_WITHDRAWAL,,,,211,1,,,,,"OOO - Taking leave to attend a course, certification, or exam preparation."
605,2025-10-16T02:48:16Z,,19/8/25,FULL,WITHDRAWN,,,,206,1,,,,,"WFH - Planned time off to recharge, travel, or enjoy a break."
606,2025-03-20T17:02:11Z,,19/8/25,FULL,WITHDRAWN,,,,238,1,,,,,"WFH - Planned time off to recharge, travel, or enjoy a break."
607,2025-05-21T15:34:23Z,,19/8/25,AM,CANCELLED,,,,102,1,,,,,WFH - Celebrating a religious holiday or participating in a faith-based event.
608,2025-09-23T23:26:53Z,,19/8/25,PM,APPROVED,,,,216,1,,,,,"OOO - Taking leave to attend a course, certification, or exam preparation."
609,2024-12-19T07:33:14Z,,19/8/25,FULL,PENDING_APPROVAL,,,,157,1,,,,,WFH - Celebrating a religious holiday or participating in a faith-based event.
610,2025-01-14T11:35:05Z,,19/8/25,FULL,PENDING_WITHDRAWAL,,,,286,1,,,,,"OOO - Attending a family wedding, birthday, or significant milestone celebration."
611,2025-10-16T02:48:16Z,,19/8/25,AM,APPROVED,,,,220,1,,,,,"OOO - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery."
612,2025-03-20T17:02:11Z,,19/8/25,PM,APPROVED,,,,131,1,,,,,"OOO - Planned time off to recharge, travel, or enjoy a break."
613,2025-05-21T15:34:23Z,,19/8/25,FULL,PENDING_WITHDRAWAL,,,,135,1,,,,,"WFH - Taking care of a family member, elderly care, or childcare issues."
614,2025-09-23T23:26:53Z,,19/8/25,FULL,CANCELLED,,,,178,1,,,,,"WFH - Taking leave to attend a course, certification, or exam preparation."
615,2024-12-19T07:33:14Z,,19/8/25,AM,PENDING_APPROVAL,,,,244,1,,,,,"OOO - Attending a family wedding, birthday, or significant milestone celebration."
616,2025-01-14T11:35:05Z,,19/8/25,PM,APPROVED,,,,162,1,,,,,"WFH - Planned time off to recharge, travel, or enjoy a break."
617,2025-10-16T02:48:16Z,,19/8/25,FULL,WITHDRAWN,,,,131,1,,,,,"OOO - Weather disruptions, transportation issues, or emergencies."
618,2025-03-20T17:02:11Z,,19/8/25,FULL,PENDING_WITHDRAWAL,,,,225,1,,,,,"WFH - Attending a family wedding, birthday, or significant milestone celebration."
619,2025-05-21T15:34:23Z,,19/8/25,AM,APPROVED,,,,291,1,,,,,"WFH - Taking leave to attend a course, certification, or exam preparation."
620,2025-09-23T23:26:53Z,,19/8/25,PM,APPROVED,,,,143,1,,,,,WFH - Moving to a new home or handling logistics related to a recent move.
621,2024-12-19T07:33:14Z,,19/8/25,FULL,WITHDRAWN,,,,200,1,,,,,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs."
622,2025-01-14T11:35:05Z,,19/8/25,FULL,PENDING_APPROVAL,,,,121,1,,,,,WFH - Moving to a new home or handling logistics related to a recent move.
623,2025-10-16T02:48:16Z,,19/8/25,AM,APPROVED,,,,127,1,,,,,OOO - Celebrating a religious holiday or participating in a faith-based event.
624,2025-03-20T17:02:11Z,,19/8/25,PM,APPROVED,,,,211,1,,,,,"WFH - Taking leave to attend a course, certification, or exam preparation."
